county_id,county_desc,cbs_region,precinct_abbrv,precinct_desc,vtd_abbrv,vtd_desc,party,precinct_total_reg,precinct_total_party_reg,precinct_pct_black,precinct_pct_party_black,precinct_pct_white,precinct_pct_party_white,precinct_pct_nonwhite,precinct_pct_party_nonwhite,precinct_avg_age,precinct_avg_party_age,precinct_pct_una,precinct_pct_party_election_day_lag
1,ALAMANCE,4,,,,,Democrat,16165,6838,0.20457779152489947,0.4066978648727698,0.6940921744509744,0.5064346300087745,0.3059078255490257,0.4935653699912255,65.54166408908135,67.99385785317344,0.26538818434890193,NA
1,ALAMANCE,4,,,,,Republican,16165,4975,0.20457779152489947,0.015477386934673367,0.6940921744509744,0.9366834170854271,0.3059078255490257,0.06331658291457286,65.54166408908135,71.08562814070352,0.26538818434890193,NA
1,ALAMANCE,4,01,PATTERSON,01,01,Democrat,3722,541,0.05991402471789361,0.29944547134935307,0.8490059108006448,0.600739371534196,0.1509940891993552,0.39926062846580407,50.79070392262225,56.46210720887246,0.31783987103707684,0.27314814814814814
1,ALAMANCE,4,01,PATTERSON,01,01,Republican,3722,1975,0.05991402471789361,0.0060759493670886075,0.8490059108006448,0.9291139240506329,0.1509940891993552,0.07088607594936709,50.79070392262225,51.64962025316456,0.31783987103707684,0.29510229386236825
1,ALAMANCE,4,01,PATTERSON,08N,08N,Republican,1,1,0,0,1,1,0,0,29,29,0,0.29510229386236825
1,ALAMANCE,4,02,COBLE,02,02,Democrat,3711,540,0.039881433575855565,0.19814814814814816,0.886284020479655,0.7222222222222222,0.11371597952034491,0.2777777777777778,51.54271085960657,57.12592592592593,0.31393155483697116,0.2639593908629442
1,ALAMANCE,4,02,COBLE,02,02,Republican,3711,1984,0.039881433575855565,0.004032258064516129,0.886284020479655,0.9410282258064516,0.11371597952034491,0.05897177419354839,51.54271085960657,52.677923387096776,0.31393155483697116,0.27304550758459745
1,ALAMANCE,4,035,BOONE 5,035,035,Democrat,4410,1348,0.12834467120181406,0.30712166172106825,0.7394557823129252,0.5771513353115727,0.2605442176870748,0.4228486646884273,45.33310657596372,43.52818991097923,0.35555555555555557,0.31016507384882713
1,ALAMANCE,4,035,BOONE 5,035,035,Republican,4410,1453,0.12834467120181406,0.01169993117687543,0.7394557823129252,0.9064005505849966,0.2605442176870748,0.09359944941500344,45.33310657596372,51.62835512732278,0.35555555555555557,0.25944767441860467
1,ALAMANCE,4,03C,CENTRAL BOONE,03C,03C,Democrat,2378,603,0.0727502102607233,0.21890547263681592,0.8229604709840201,0.6533996683250415,0.1770395290159798,0.3466003316749585,54.2703952901598,59.11608623548922,0.3389402859545837,0.49270664505672607
1,ALAMANCE,4,03C,CENTRAL BOONE,03C,03C,Republican,2378,951,0.0727502102607233,0.006309148264984227,0.8229604709840201,0.9453207150368034,0.1770395290159798,0.054679284963196635,54.2703952901598,56.365930599369086,0.3389402859545837,0.3415892672858617
1,ALAMANCE,4,03N,NORTH BOONE,03N,03N,Democrat,3307,1071,0.08164499546416693,0.1839402427637722,0.8025400665255519,0.7124183006535948,0.19745993347444815,0.2875816993464052,46.44420925309949,43.35200746965453,0.35016631387964925,0.35508021390374334
1,ALAMANCE,4,03N,NORTH BOONE,03N,03N,Republican,3307,1052,0.08164499546416693,0.0038022813688212928,0.8025400665255519,0.935361216730038,0.19745993347444815,0.06463878326996197,46.44420925309949,54.5180608365019,0.35016631387964925,0.23018867924528302
1,ALAMANCE,4,03N2,NORTH BOONE 2,03N,03N,Democrat,668,233,0.010479041916167664,0.02145922746781116,0.9356287425149701,0.9227467811158798,0.06437125748502993,0.07725321888412018,80.96706586826348,83.21030042918454,0.3532934131736527,1.0161943319838056
1,ALAMANCE,4,03N2,NORTH BOONE 2,03N,03N,Republican,668,198,0.010479041916167664,0.010101010101010102,0.9356287425149701,0.9545454545454546,0.06437125748502993,0.045454545454545456,80.96706586826348,79.76767676767676,0.3532934131736527,0.4015748031496063
1,ALAMANCE,4,03SE,SOUTH BOONE E,03S,03S,Democrat,3971,1329,0.24401913875598086,0.48833709556057187,0.6111810627046084,0.36418359668924005,0.3888189372953916,0.63581640331076,49.78468899521531,50.598946576373216,0.36942835557794007,NA
1,ALAMANCE,4,03SE,SOUTH BOONE E,03S,03S,Republican,3971,1140,0.24401913875598086,0.01929824561403509,0.6111810627046084,0.8982456140350877,0.3888189372953916,0.10175438596491228,49.78468899521531,55.73859649122807,0.36942835557794007,NA
1,ALAMANCE,4,03SM,SOUTH BOONE M,03S,03S,Democrat,3743,1074,0.18888592038471813,0.419925512104283,0.6313117819930537,0.37988826815642457,0.3686882180069463,0.6201117318435754,48.56024579214534,49.4292364990689,0.41464066257013094,NA
1,ALAMANCE,4,03SM,SOUTH BOONE M,03S,03S,Republican,3743,1088,0.18888592038471813,0.015625,0.6313117819930537,0.8887867647058824,0.3686882180069463,0.11121323529411764,48.56024579214534,53.54595588235294,0.41464066257013094,NA
1,ALAMANCE,4,03W,WEST BOONE,03W,03W,Democrat,3033,789,0.11473788328387735,0.3269961977186312,0.7672271678206396,0.5297845373891001,0.23277283217936037,0.47021546261089986,51.276294098252556,53.27122940430925,0.361028684470821,0.33972602739726027
1,ALAMANCE,4,03W,WEST BOONE,03W,03W,Republican,3033,1125,0.11473788328387735,0.0071111111111111115,0.7672271678206396,0.9155555555555556,0.23277283217936037,0.08444444444444445,51.276294098252556,53.614222222222224,0.361028684470821,0.27128157156220767
1,ALAMANCE,4,04,MORTON,04,04,Democrat,3918,749,0.09392547217968351,0.39118825100133514,0.8295048494129658,0.5420560747663551,0.1704951505870342,0.45794392523364486,52.29530372639102,60.053404539385845,0.29760081674323635,0.2706422018348624
1,ALAMANCE,4,04,MORTON,04,04,Republican,3918,1985,0.09392547217968351,0.005037783375314861,0.8295048494129658,0.929471032745592,0.1704951505870342,0.07052896725440806,52.29530372639102,52.297229219143574,0.29760081674323635,0.2826729745712596
1,ALAMANCE,4,05,FAUCETTE,05,05,Democrat,2630,430,0.04638783269961977,0.2186046511627907,0.8749049429657795,0.6976744186046512,0.12509505703422052,0.3023255813953488,52.476425855513305,59.35813953488372,0.3144486692015209,0.3059548254620123
1,ALAMANCE,4,05,FAUCETTE,05,05,Republican,2630,1359,0.04638783269961977,0.002207505518763797,0.8749049429657795,0.9389256806475349,0.12509505703422052,0.061074319352465045,52.476425855513305,52.6990434142752,0.3144486692015209,0.3011120615911035
1,ALAMANCE,4,063,GRAHAM 3,063,063,Democrat,2566,1237,0.36710833982852686,0.5755860953920776,0.35074045206547155,0.16895715440582054,0.6492595479345284,0.8310428455941795,47.702260327357756,48.86257073565077,0.3324240062353858,0.2209026128266033
1,ALAMANCE,4,063,GRAHAM 3,063,063,Republican,2566,463,0.36710833982852686,0.04103671706263499,0.35074045206547155,0.8185745140388769,0.6492595479345284,0.18142548596112312,47.702260327357756,57.11879049676026,0.3324240062353858,0.21333333333333335
1,ALAMANCE,4,064,GRAHAM 4,064,064,Democrat,4682,1335,0.16317812900469886,0.4389513108614232,0.6704399829132849,0.3902621722846442,0.32956001708671506,0.6097378277153558,52.03780435711234,53.24794007490637,0.35433575395130285,0.31755102040816324
1,ALAMANCE,4,064,GRAHAM 4,064,064,Republican,4682,1656,0.16317812900469886,0.011473429951690822,0.6704399829132849,0.9015700483091788,0.32956001708671506,0.09842995169082126,52.03780435711234,56.36413043478261,0.35433575395130285,0.24641638225255974
1,ALAMANCE,4,06E,EAST GRAHAM,06E,06E,Democrat,2341,880,0.27552328064929515,0.5602272727272727,0.5677061085006407,0.3079545454545455,0.43229389149935926,0.6920454545454545,49.33276377616403,50.4875,0.3562580093976933,0.2251655629139073
1,ALAMANCE,4,06E,EAST GRAHAM,06E,06E,Republican,2341,609,0.27552328064929515,0.021346469622331693,0.5677061085006407,0.8899835796387521,0.43229389149935926,0.11001642036124795,49.33276377616403,56.4055829228243,0.3562580093976933,0.23478260869565218
1,ALAMANCE,4,06N,NORTH GRAHAM,06N,06N,Democrat,2432,1176,0.39144736842105265,0.6130952380952381,0.3848684210526316,0.2108843537414966,0.6151315789473685,0.7891156462585034,47.7594572368421,49.480442176870746,0.33963815789473684,0.17921440261865793
