precinctname,masters_sen_pct,lake_gov_pct,finchem_sos_pct,hamadeh_atg_pct,tvotesrepgov,magafactor,magamean
0160 COPPERWOOD,39.240505,49.382717,38.926174,26.973684,324,.12814747,38.630772
0161 CORA,49.23077,55.223881,63.492062,47.619049,67,2.2285671,53.891441
0162 CORBELL,37.679272,39.294712,40.551723,25.749319,794,-1.0549865,35.818756
0163 CORDES,43.42857,53.932583,47.90419,32.748539,178,.51501316,44.503471
0164 CORDONIZ,52.742615,62.753036,44.588745,36.974789,247,1.5355601,49.264797
0165 CORDOVA,50.746269,54.6875,45,29.6875,64,.48861155,45.030319
0166 CORONA,40.532543,43.142857,34.177216,28.658537,350,-.61488461,36.627789
0167 CORONADO,39.497307,42.408379,38.721806,30.490019,573,-.4193823,37.779377
0168 CORRINE,40.784779,47.54673,39.676617,30.984203,856,-.082745902,39.748081
0169 CORTESSA,44.23077,60.237782,45.558739,37.921349,757,1.2889403,46.98716
0170 CORTEZ,41.333332,43.333332,35.820896,32.624115,150,-.55198282,38.27792
0171 CORTINA,44.115158,52.444077,43.720932,37.888199,1207,.90183508,44.542091
0172 COTTON LANE,46.615086,58.901516,47.401249,39.191917,528,1.2501149,48.027443
0173 COTTONTAIL,45.529953,54.430378,42.711517,35.839844,1106,.92012149,44.627922
0174 COTTONWOOD COUNTRY CLUB,35.219746,37.201168,35.200508,28.431971,1715,-.98299646,34.013348
0175 COUNTRY GABLES,43.153526,53.036438,35.744682,34.76395,247,.56780863,41.674648
0176 COUNTRY MEADOWS,49.659863,58.503403,47.761192,25.735294,147,.94331604,45.41494
0177 COVINA,34.124294,43.792324,40.722893,28.723404,886,-.63098896,36.840729
0178 COYOTE BASIN,41.512604,48.608837,34.736843,32.286213,611,.08337868,39.286125
0179 COYOTE HILLS,45.305164,53.76923,40.76923,36.963696,1300,.76343203,44.201828
0180 COYOTE LAKES,44.88372,54.751133,46.191647,35.903614,442,.80333668,45.432529
0181 CRABAPPLE,55.706985,72.194305,51.743118,43.31551,597,2.962801,55.739979
0182 CREEDANCE,48.427673,55.712841,45.434544,37.904968,989,1.1482228,46.870007
0183 CREIGHTON,39.024391,43.75,48.947369,36.040607,208,-.015572364,41.94059
0184 CRESCENT,35.823753,36.692017,43.636364,31.372549,526,-.35615596,36.881172
0185 CRISMON,35.483871,43.709328,41.367325,31.502243,922,-.66694874,38.015694
0186 CROCUS,37.367302,39.219711,40.044247,31.057268,487,-.78536391,36.922131
0187 CROSBY,34.285713,39.08297,40.182648,28.699551,458,-.95164484,35.562721
0188 CROSSROADS PARK,51.5625,58.56905,49.907234,42.429577,601,1.8592845,50.617088
0189 CRYSTAL GARDENS,42.105263,48.103794,43.347641,30.705395,501,-.10536046,41.065521
0190 CULLUMBER,34.98452,45.209579,34.82428,37.581699,334,-.099099033,38.150021
0191 CULVER,34.782608,51.42857,44.615383,30.30303,70,.0056051668,40.282398
0192 DAHLIA,44.150112,53.995682,39.269405,31.777779,463,.55543977,42.298244
0193 DAISY,40.922192,50.847458,38.922157,33.623188,354,.35404992,41.078751
0194 DALE,51.41431,65.96434,52.951698,42.287697,617,2.4397662,53.15451
0195 DALLAS,39.059082,54.79744,47.657143,31.235954,938,.45234713,43.187405
0196 DANBURY,46.895641,53.515625,45.991562,34.281841,768,1.075613,45.171165
0197 DANYELL,42.040817,46.586346,43.805309,29.00433,249,.08459457,40.3592
0198 DARROW,33.695652,42.162163,31.428572,28.813559,185,-1.3470749,34.024986
0199 DC RANCH,43.991852,47.099998,38.272923,36.977493,1000,.481085,41.585567
0200 DEADMAN WASH,47.207008,58.792091,47.610722,35.661133,1871,1.4141102,47.317738
0201 DEER VALLEY,55.274261,59.100204,43.080357,37.417942,489,1.6785363,48.718193
0202 DEERVIEW,50.256409,51.243782,40,36.723164,201,1.0039871,44.55584
0203 DEL JOYA,34.34248,38.419117,30.954773,31.663326,1088,-1.0976505,33.844925
0204 DEL RIO,37.001595,41.384617,34.589043,32.220367,650,-.8176952,36.298904
0205 DENALI,39.281437,55.92028,44.174137,32.832081,853,.51939952,43.051983
0206 DESERT BELL,39.678898,55.066078,38.663483,30.751173,454,.37898815,41.039909
0207 DESERT BLOSSOM,46.631207,52.090591,49.527409,42.67857,574,1.4141371,47.731945
0208 DESERT COVE,37.531487,40.987656,39.037434,30.591259,405,-.77181941,37.036957
0209 DESERT EDGE,41.379311,51.846592,43.079315,35.143288,704,.41985911,42.862125
0210 DESERT HARBOR,41.578014,50.953205,40.13158,33.514492,1154,.43528211,41.544323
0211 DESERT HAVEN,41.954708,49.941929,43.726234,34.116192,861,.45631731,42.434765
0212 DESERT HIGHLANDS,33.96405,37.016575,27.860697,28.855721,1086,-1.1076177,31.924261
0213 DESERT HILLS,49.172733,58.934372,51.460361,37.56868,1539,1.8353894,49.284035
0214 DESERT MEADOWS,45.205479,58.389263,40.740742,34.782608,149,.68903428,44.779522
0215 DESERT MIRAGE,40.291264,47.393364,40.979382,34.158417,422,-.096210569,40.705605
0216 DESERT OASIS,49.81884,59.358288,51.509434,36.296295,561,2.0810294,49.245712
0217 DESERT RIVER,50,67.647057,51.724136,46.875,34,2.0510015,54.061546
0218 DESERT ROSE,38.694637,50.900902,44.117645,30.751173,444,.1053626,41.116089
0219 DESERT SAGE,44.78788,52.338661,39.895699,37.856689,1689,.83650035,43.719734
0220 DESERT SKY,58.620689,53.125,41.379311,35.483871,32,1.0516417,47.152218
0221 DESERT THUNDER,44.324326,52.60347,43.930637,33.986015,749,.69131202,43.711113
0222 DESERT VISTA,43.939392,47.303921,40.533333,34.464752,408,.26988083,41.560349
0223 DESOTO,46.229507,48.888889,47.945206,31.10368,315,.67765683,43.541821
0224 DESSIE,56.034481,55.555557,44.247787,35.087719,117,.97923058,47.731384
0225 DEVONSHIRE,40.566036,47.251308,41.714287,29.604366,764,-.00068782468,39.784
0226 DIABLO,40.65934,48.540146,38.671875,36.64122,274,.085820504,41.128143
0227 DIXILETA,42.309658,47.20121,42.154182,35.527748,1983,.43403929,41.798199
0228 DOBBINS RANCH,43.61702,50.785339,39.548023,29.729731,191,.54528278,40.920029
0229 DOBSON PARK,38.396626,44.785275,40.047962,28.636364,489,-.48356515,37.966557
0230 DOBSON RANCH,35.706913,43.850807,41.201717,32.20697,992,-.45812097,38.2416
0231 DOS RIOS,38.211384,40,43.362831,29.824562,125,-.59479696,37.849693
0232 DOUBLETREE,38.737759,38.46154,31.299435,29.138323,962,-1.3632978,34.409264
0233 DOVE,46.046513,63.386726,46.829269,38.186157,437,1.5862882,48.612167
0234 DOVE VALLEY,47.897625,57.685352,43.243244,41.153847,553,1.3396325,47.495018
0235 DOVER,28.517111,32.857143,33.86454,25.572519,280,-2.0193148,30.202827
0236 DREAMLAND VILLA,39.0228,47.606892,43.937328,29.144384,1567,-.15253174,39.927853
0237 DREAMY DRAW,33.60215,38.057743,33.333332,26.592798,381,-1.5719508,32.896507
0238 DREYFUS,42.290077,45.266273,35.109718,37.07317,676,-.16272375,39.934811
0239 DRIFTWOOD,37.083992,46.302002,41.272572,31.739489,1298,-.33478063,39.099514
0240 DUBLIN,35.214447,46.929825,37.470165,29.857821,456,-.94530231,37.368065
0241 DUKE,30.30303,40.083508,32.885906,25.446428,479,-1.9656579,32.179718
0242 DUNBAR,47.826088,44.23077,50,21.73913,52,-.67920709,40.948997
0243 DURANGO,45.232815,53.232758,46.171692,32.876713,464,.54082513,44.378494
0244 DUSTY TRAIL,52.673798,57.068741,45.767574,37.793102,771,1.9098089,48.325806
0245 DWIGHT,44.354839,47.200001,34.166668,34.166668,125,-.056746371,39.972046
0246 DYNAMITE,43.240555,49.610138,39.58115,34.933605,1026,.26874176,41.841362
0247 DYSART,45.171341,43.730888,41.69381,29.245283,327,.075226009,39.960331
0248 EASTMARK,42.467533,53.316326,45.098038,35.812672,784,.71657199,44.173641
0249 EASTRIDGE,44.392525,54.545456,40,36.146496,660,.40779957,43.771118
0250 EASTWING,43.071785,51.967213,38.172043,32.460732,610,.31476781,41.417942
0251 ECHO,45.701359,44.545456,38.048782,31.627907,220,-.0076149078,39.980877
0252 EDISON,39.473682,43.037975,45.714287,35.526318,79,.41619262,40.938065
0253 EL CARO,40.707966,54.872883,46.082951,32.36607,472,.23080517,43.507469
0254 EL DOMINGO,42.058823,41.880341,36.060608,29.42943,351,-.65912807,37.3573
0255 EL MIRAGE,46.572582,61.676647,38.235294,31.742739,501,.79385012,44.556816
0256 ELLIS,42.222221,48.905109,37.209301,31.060606,137,.16417117,39.849308
0257 ELLSWORTH PARK,30.149254,43.952801,39.252335,30.864197,339,-1.0203373,36.054646
0258 ELWOOD,43.111111,48.706898,39.639641,38.565022,232,.28729945,42.505669
0259 EMERALD,34.509373,40.324326,37.070938,29.765886,925,-.47363859,35.417629
0260 EMMETT,40.340908,49.446495,50.803211,37.356323,542,.81003267,44.486732
0261 ENCANTO,34.756096,37.026237,29.968454,27.384615,343,-1.9175398,32.283852
0262 ENCLAVE,37.540878,39.639641,36.775993,28.802153,1554,-.6478619,35.689667
0263 ENID PARK,37.5,46.373852,40.354767,29.297297,979,-.57526094,38.381477
0264 ENTZ,32.475883,48.214287,37.704918,29.190422,952,-.78069544,36.896378
0265 ESCALADE,39.482201,57.5,42.809364,30.819672,320,.57928091,42.652809
0266 ESCALANTE,44.502617,57.5,43.243244,34.594593,200,.60618103,44.960114
0267 ESCOBAR,51.912567,57.458565,50.295856,34.705883,181,1.7226903,48.593216
0268 ESCONDIDO,46.604939,50.890209,48.49921,30.697674,674,.5130074,44.173008
0269 ESCUDA,50.173012,47.931034,45.985401,31.914894,290,1.0813091,44.001083
0270 ESQUIRE,36.467236,47.605633,40.707966,30.90379,355,-.52671754,38.921158
0271 ESTRELLA FOOTHILLS,45.129471,51.711491,43.790012,37.704918,818,.75580698,44.583973
0272 EUCLID,40.961098,44.54343,36.453201,28.639618,449,-.59849685,37.649338
0273 EVANS,36.243385,43.636364,35.014004,25.205479,385,-.81674778,35.024807
0274 EVERGREEN,40.476189,39.285713,31.304348,30.578512,252,-.85891324,35.41119
0275 EXETER,40.399002,36.214954,29.015545,24.146982,428,-1.6511848,32.444122
0276 FAIRVIEW,45.604397,48.648647,34.920635,39.4636,555,.58956558,42.159321
0277 FAIRWAY,35.143768,41.823898,43.564358,27.631578,318,-1.1923262,37.040901
0278 FALCON,45.331326,50.368187,46.485622,36.10675,679,.64489621,44.572971
0279 FALCON HILL,34.444443,48.46154,40.703518,33.059212,650,-.17670046,39.167179
0280 FENIMORE,42.691292,51.915115,43.174061,35.61269,1932,.6909011,43.348289
0281 FESTIVAL,36.208855,43.973213,45.271866,36.674259,896,.056643102,40.532047
0282 FIESTA RANCH,37.672089,48.907768,34.2556,34.580647,824,-.43166217,38.854027
0283 FIREHAWK,43.293491,48.374512,43.869209,37.516689,769,.69853818,43.263474
0284 FLOWER,47.763577,59.750389,47.018738,35.166668,641,1.2949228,47.424843
0285 FLYNN,42.105263,47.413792,36.936935,27.678572,116,-.16949169,38.533642
0286 FOLLEY,43.678162,49.629631,38.617886,28.682171,270,-.18599652,40.151962
0287 FOREST GROVE,46.323528,51.42857,41.40625,36.296295,140,.34814095,43.863663
0288 FORT MCDOWELL,46.153847,64.285713,30.76923,14.285714,14,-1.1139084,38.873627
0289 FOUNTAIN HILLS,36.158192,44.967682,30.57449,33.625732,1083,-.44552335,36.331524
0290 FOUR PEAKS,41.612202,52.301254,38.317055,38.651684,1434,.58611959,42.720551
0291 FOX CROSSING,40.14706,44.460228,38.685017,30.165913,704,-.61714083,38.364555
0292 FOXWOOD,36.043957,51.416122,47.086246,30.352942,459,.12236241,41.224815
0293 FRANKLIN,43.600868,56.437767,43.19249,36.405529,466,.79874396,44.909164
0294 FREEDOM,34.642857,34.137932,37.546467,24.542124,290,-1.3521675,32.717346
0295 FREMONT,43.888069,45.428158,43.601894,29.709036,689,.032190692,40.656788
0296 FRIER,41.666668,52.459015,49.019608,40,61,1.1152203,45.786324
0297 FRONTIER,42.748619,54.017555,46.686749,34.693878,1481,.81729281,44.536701
0298 FULTON RANCH,37.76091,43.446381,40.301506,31.768232,1091,-.36858198,38.319256
0299 GALVESTON,41.958042,48.235294,41.219963,30.69853,595,.066063397,40.527958
0300 GARDEN GROVES,45.042492,49.584488,37.195122,27.596439,361,-.35661328,39.854637
0301 GARDENS,46.153847,50,47.222221,45.945946,40,1.125442,47.330505
0302 GARDNER,44.444443,48.888889,36.103153,30.684931,405,.053342104,40.030354
0303 GARY,38.675495,48.138638,37.288136,32.684284,779,-.01723839,39.19664
0304 GATEWAY,52.830189,49.090908,47.169811,39.215687,55,.87089634,47.076649
0305 GAVILAN PEAK,41.795666,52.994923,43.502201,36.56958,985,.84968907,43.715591
0306 GEMINI,40.67524,49.139278,37.478992,34.891487,639,.43952832,40.546249
0307 GENE AUTRY,38.016529,49.942062,41.125,28.624535,863,-.13058606,39.427032
0308 GEORGIA,41.836735,46,38.144329,39.175259,100,-.36172968,41.289082
0309 GERMANN,38.010658,45.034248,39.478584,29.574862,584,-.61975551,38.02459
0310 GERONIMO,43.122677,48.014439,42.745098,33.079849,277,-.10474294,41.740517
0311 GETTY,44.144146,56.973293,45.425869,39.563862,337,1.1834425,46.526794
0312 GIDIYUP,50.695324,60.674156,45.013477,38.874344,801,1.7338417,48.814323
0313 GILA,50.823044,58.704453,49.227371,33.40564,494,1.417115,48.040127
0314 GILA BEND,33.663368,50,51.111111,27.368422,108,.049760703,40.535725
0315 GILBERT,42.145016,49.78355,46.829269,38.810642,693,.69637066,44.39212
0316 GILBERT GARDENS,44.654087,57.763977,41.471573,36.928104,322,.97382438,45.204437
0317 GIOVANNI,50,40,60,30,10,.54827803,45
0318 GLENCROFT,38.931297,44.226044,35.752689,31.37755,407,-.59575456,37.571896
0319 GLENN,29.254303,31.180811,23.770493,22.267206,542,-2.9772632,26.618202
0320 GLENROSA,35.549133,39.669422,33.742332,28.82353,363,-1.3148946,34.446106
0321 GLENVIEW,30.919447,38.007969,37.816593,24.765957,1255,-1.942003,32.877491
0322 GOLD DUST,45.219639,51.133503,34.89011,34.604904,397,.12861475,41.46204
0323 GOLDEN,40.149628,48.774509,45.406826,34.190231,408,.29732639,42.130299
0324 GOLDEN EAGLE,37.758297,42.002441,31.987179,30.972311,1638,-.5906356,35.680058
0325 GOLDEN HILLS,43.538269,50,39.682541,28.791773,824,.27317062,40.503147
0326 GOLDFIELD RANCH,42.1875,43.410854,48.412697,27.049181,129,-.19146805,40.265057
0327 GOODYEAR,43.82716,48.125,36.942677,26.415094,160,-.32714519,38.827484
0328 GRANADA,44.375,51.23457,47.36842,27.215189,162,.20976457,42.548294
0329 GRAND,34.005306,34.675732,37.026726,30.965292,1912,-.77655053,34.168262
0330 GRANITE FALLS,36.598747,38.585705,41.761826,29.659,1301,-.3533752,36.651321
0331 GRANITE MOUNTAIN,35.622318,38.343071,39.55801,27.186098,1883,-.3247647,35.177376
0332 GRAYHAWK,38.964993,42.550144,28.483921,29.803328,698,-.62489736,34.950596
0333 GRAYSON,50,33.333332,50,50,6,1.8278561,45.833332
0334 GREENBRIAR,43.053818,52.398525,41.360546,33.463036,813,.50325102,42.568981
0335 GREENFIELD,36.111111,48.623852,37.623764,38,109,.30780408,40.089684
0336 GREENFIELD PARK,34.514767,47.194721,39.150089,27.495623,1212,-.70500398,37.088799
0337 GREENWAY,38.250652,43.434345,37.669376,31.125828,792,-.25044113,37.620049
0338 GREENWOOD,35.625,49.397591,36.774193,30.434782,166,-.67879534,38.057892
0339 GREER RANCH,51.715038,56.847546,43.949932,40,774,1.712168,48.128128
0340 GREYSTONE,37.765957,41.666668,40.441177,31.634447,576,.051800083,37.877064
0341 GROVERS,45.533768,55.507561,40.180588,34.831459,463,.89289963,44.013344
0342 GROVES,37.203598,44.596775,37.312115,32.987015,1240,-.70942891,38.024876
0343 GUADALUPE,50.980392,64.705879,46.511627,35.416668,51,1.9611026,49.403641
0344 GUERRERO,40.740742,49.6063,37.860081,23.170732,254,-.55536985,37.844463
0345 HADLEY,36.111111,45.333332,33.81295,25,150,-1.1357836,35.064346
0346 HALIFAX,47.570332,55.555557,38.04348,29.658792,396,.78926235,42.707039
0347 HALL,29.761906,33.257404,29.135803,28.398058,439,-2.2070894,30.138292
0348 HAPPY TRAILS,43.142857,41.620113,33.333332,33.430233,358,-.31988388,37.881634
0349 HAPPY VALLEY,42.809734,51.227322,39.719627,35.778782,937,.5424419,42.383865
0350 HARMONT,37.903225,47.976879,40.412373,27.235773,519,-.25790974,38.382061
0351 HARMONY PARK,37.085426,45.383102,41.170212,34.683281,1018,-.33210501,39.580505
0352 HARQUAHALA,45.454544,54.545456,68.181816,41.860466,44,2.1385789,52.510571
0353 HARRIS,42.982456,56.034481,50,41.07143,116,1.2704509,47.522091
0354 HARRISON,54.761906,30.952381,26.829268,26.829268,42,-1.293975,34.843204
0355 HARVEST,50.060314,59.571938,47.600517,38.347717,841,1.9521276,48.895123
0356 HASSAYAMPA,47.5,52.173912,42.5,34.88372,46,.6496563,44.264408
0357 HASTINGS,45.852535,55.480984,47.445255,36.725147,894,1.1659518,46.37598
0358 HATCHER,39.949749,51.970444,39.528797,32.160805,406,.013067199,40.902451
0359 HAWES,48.630138,58.64407,55.636364,32.167831,295,1.5431321,48.7696
0360 HAYDEN HIGH,42.857143,49.122807,50,26.415094,57,.11724056,42.098763
0361 HAYWARD,40.816326,50.165016,46.478874,33.449478,303,.35671774,42.727425
0362 HERITAGE,33.967392,50.666668,36.994221,34.647888,375,-.12626497,39.069042
0363 HERMOSA,44.347828,49.565216,45.192307,30.841122,115,.18107529,42.486618
0364 HERMOSA VISTA,40.425533,45.11628,41.733429,36.781609,1505,.017659234,41.014214
0365 HESS,37.349396,56.6474,51.515152,38.888889,173,1.2028078,46.100208
0366 HIBISCUS,41.07143,37.714287,37.974682,28.834356,175,-1.1202333,36.398689
0367 HICKIWAN,100,,,,0,,100
0368 HIDALGO,44.545456,56.81818,37.688442,33.490566,220,.64420551,43.135662
0369 HIGHLAND,42.034943,48.715416,39.297474,38.453278,1012,.50835156,42.125278
0370 HIGLEY,45.686901,48.136646,43.367348,36.650082,644,.55207843,43.460243
0371 HILLCREST,32.894737,40.320961,41.93206,29.002079,997,-.5252915,36.03746
0372 HILLERY,36.246788,46.717171,39.645775,36.021507,792,-.081607029,39.65781
0373 HILLVIEW,39.072849,44.492439,38.372093,31.014824,926,-.15407547,38.238052
0374 HILTON,58.536587,52.380951,41.025642,35.714287,42,.50549513,46.914368
0375 HOHOKAM PARK,31.207289,45.515694,38.823528,26.958525,446,-1.3008631,35.626259
0376 HOLIDAY GARDENS,48.484848,51.42857,40,20,70,-.10424347,39.978355
0377 HOLIDAY PARK,38.918919,49.197861,42.857143,32.222221,187,-.29607823,40.799034
0378 HOLLIS,31.494253,39.82103,32.687653,24.228029,447,-1.8295094,32.057739
0379 HOLLY,25.862068,43.333332,29.310345,28.813559,60,-1.5755819,31.829826
0380 HOLLYHOCK,37.037037,45.679012,50.684933,22.368422,81,-.53441995,38.942352
0381 HOLMES,42.105263,55.555557,52.845528,31.818182,135,.69140542,45.581131
0382 HONDA,39.361702,48.958332,41.040462,31.182796,192,-.24631989,40.135822
0383 HOPE,43.165466,47.517731,46.153847,30.370371,141,-.10236916,41.801853
0384 HOPEVILLE,43.343655,53.254436,48.051949,29.022081,338,.24411449,43.41803
0385 HOPI,36.546185,34.278351,27.625898,26.180258,776,-2.1466062,31.157673
0386 HORIZON,39.969017,43.071159,36.573311,36.051159,1335,-.22398114,38.916161
0387 HORSESHOE,44.617226,47.380676,37.187912,33.67347,859,.1758341,40.714821
0388 HUALAPAI,41.168831,43.4128,28.707483,35.238094,797,-.40960965,37.131802
0389 HUBBELL,44.19355,47.560974,34.680134,37.162163,328,.36208904,40.899204
0390 HUDSON,30.107527,33.678757,27.647058,28.3237,193,-2.35764,29.93926
0391 IMES,36.363636,72.727272,27.272728,27.272728,11,-.79477018,40.909092
0392 INDEPENDENCE,36.436169,46.9496,41.833813,36.187847,377,-.23925081,40.351856
0393 INDIAN BEND,39.956802,50.106155,40.689655,36.465324,471,.48919144,41.804485
0394 INDIAN SPRINGS,35.424355,44.927536,37.848606,27.969349,276,-.77501225,36.542461
0395 INDIAN WELLS,42.77726,48.532108,36.472946,29.569378,1090,.0027821118,39.337921
0396 INDIGO,45.070423,56.269112,45.641026,44.370861,654,1.3947226,47.837856
0397 ISAAC,27.777779,59.459461,37.142857,35.294117,37,-.58813792,39.918552
0398 IVANHOE,43.511452,52.832512,44.297081,40.235912,812,.99941725,45.219238
0399 JACKRABBIT,39.186047,44.695259,39.003647,32.215569,886,-.30019054,38.775131
0400 JANICE,38.235294,47.482014,42.493637,35.353535,417,.18249774,40.891121
0401 JASMINE,35.456112,38.160137,39.382938,28.268551,587,-.73551542,35.316933
0402 JASPER,42.281879,50.762527,39.618137,27.039627,459,-.10922793,39.925545
0403 JENTILLY,33.235294,41.807911,31.962025,33.540371,354,-.85988653,35.136398
0404 JOHN CABOT,45.694603,51.781738,40.456181,41.010574,898,.7853201,44.735775
0405 JOMAX,0,100,50,0,4,-.80975002,37.5
0406 JOSHUA TREE,33.901402,38.816566,37.848347,31.375,1690,-.74940324,35.485329
0407 JOY RANCH,47.540985,62.903225,43.103447,45.901638,62,2.0624852,49.862324
0408 JOYCE,30.76923,37.912086,35.465115,23.255814,182,-1.7827781,31.850561
0409 JULIE,47.326202,53.002609,44.759209,31.710709,766,.84111381,44.199684
0410 JUNE,0,0,0,0,1,-3.9361751,0
0411 JUNIPER,37.595909,46.347607,34.408604,32.552082,397,-.15262865,37.726051
0412 JUPITER,38.546604,43.276661,39.82906,31.404959,647,-.67569852,38.26432
0413 JUSTINE,33.586819,41.70792,31.111111,33.979328,808,-.98768711,35.096294
0414 KACHINA,38.394417,39.327732,34.291187,29.05028,595,-1.1513613,35.265903
0415 KAIBAB,31.21693,33.5,29.319372,24.210526,200,-2.5151045,29.561707
0416 KALER,40.480274,49.585407,42.418774,32.984295,603,.1851788,41.367188
0417 KEIM,41,46.753246,44.791668,29.452055,308,-.17477018,40.499241
0418 KENLY FARMS,45.901638,56.772907,43.318966,36.363636,502,.80559158,45.589287
0419 KIMBERLY,41.439205,55.036854,41.53846,36.153847,407,.49801737,43.542091
0420 KINGS,38.817482,52.030457,39.21833,30.555555,788,.055941235,40.155457
0421 KIVA,34.745762,37.127373,36.309525,22.571428,369,-1.8209279,32.688522
0422 KLEINMAN,34.152332,48.235294,43.828716,31.077694,425,-.5688976,39.323509
0423 KODIAK,33.26923,42.314991,37.346939,25.896414,527,-.56020886,34.706894
0424 KOKOPELLI,38.858696,43.78307,39.204544,27.629734,756,-.73727828,37.369011
0425 KOMATKE,44.444443,33.333332,37.5,12.5,9,-2.5186574,31.944443
0426 LA REATA,41.806019,51,41.114983,31.05802,300,.1224016,41.244755
0427 LA SOLANA,27.942795,31.989246,33.564415,25.831923,1860,-1.3545302,29.832094
0428 LAKE PLEASANT,45.174263,50.78125,43.247128,30.277779,768,.40073833,42.370106
0429 LAKEVIEW,33.641403,38.447655,35.098038,27.84091,554,-.9413532,33.757
0430 LAKEWOOD,41.523342,43.667068,37.743191,34.460339,829,-.15206072,39.348484
0431 LAMAR,31.070496,35.929649,23.936171,23.989218,398,-2.7183166,28.731384
0432 LANE,40.117645,43.885715,31.878788,30.816078,875,-.31518897,36.674557
0433 LANTANA CANYON,40.925266,49.740932,38.491295,34.011089,579,.19628298,40.792145
0434 LAREDO,37.323944,46.03825,39.817631,27.672035,732,-.63029665,37.712967
0435 LARKSPUR,40.414509,44.607841,40.331493,25.906736,204,-.74814451,37.815144
0436 LAS BRISAS,43.426884,53.183792,41.242039,37.171562,1382,.83008176,43.756069
0437 LAS COLINAS,39.851223,51.258812,39.089848,31.257078,993,.12958308,40.364239
0438 LAS SENDAS,41.226574,45.599331,39.509537,34.690266,1193,-.21278447,40.256428
0439 LASSEN,38.020832,52.307693,42.222221,32.291668,195,-.044824142,41.210602
0440 LAUREL,40,42.982456,35.326088,38,570,.016897267,39.077137
0441 LAVEEN,59.689922,53.435116,42.276424,39.534885,131,1.4663985,48.734085
0442 LAVEEN MEADOWS,50.349651,46.308723,44.604317,35,149,.97999328,44.065674
0443 LAYTON LAKES,50.81081,62.566845,46.470589,45.197739,187,2.0332198,51.261497
0444 LEGACY,42.300556,48.920864,40,35.687023,556,.14070176,41.727112
0445 LEHI,29.660023,45.886444,35.388409,26.894865,863,-1.1006799,34.457436
0446 LEISURE WORLD,26.449644,38.523762,43.329777,26.310272,989,-1.1081561,33.653362
0447 LEWIS,43.835617,39.473682,29.411764,24.637682,76,-1.1283672,34.339687
0448 LIBBY,46.724892,51.470589,46.261681,35.079727,476,.97886956,44.884224
0449 LIBERTY,40.758293,62.211983,52.882206,34.306568,434,1.1382326,47.539764
0450 LILAC,52.564102,50.998184,45.664742,33.587788,551,1.0164263,45.703705
0451 LIME,52.912621,62.325581,53.513512,39.215687,215,2.7029369,51.991852
0452 LINDNER,48.939392,58.641064,37.745098,38.087776,677,1.326901,45.853333
0453 LIONS,34.865902,37.313435,25,22.083334,268,-2.527735,29.815668
0454 LISBON,44.816055,54.635761,45.309734,35.22337,604,1.0301858,44.996231
0455 LITCHFIELD,35.924934,50.520832,43.05949,37.15847,384,.25564277,41.665932
0456 LOBO,41.876751,54.829933,40.508221,31.871346,735,.550147,42.271561
0457 LOLA,37.871674,47.400612,34.102142,36.190475,654,-.12277148,38.891228
0458 LOMA LINDA,45.643154,50.396824,39.130436,36.974789,252,.33716682,43.036301
0459 LOMA VERDES,40.108402,44.605263,34.444443,34.642357,760,-.18789338,38.450115
0460 LONE BUTTE,100,100,100,0,1,8.735383,75
0461 LONE MOUNTAIN,45.240101,52.145214,41.583256,37.186378,1212,.83969247,44.038738
0462 LONE TREE,44.903988,58.008659,45.933014,40.465115,693,1.4217117,47.327694
0463 LONESOME,42.465752,65.277779,47.826088,45.070423,72,1.4194837,50.160011
0464 LONGBOW,32.947975,46.899662,38.573154,33.293556,887,-.36593348,37.928589
0465 LONGHORN,39.414413,42.341358,40.632603,30.352942,914,-.43926007,38.185329
0466 LONGMORE,39.814816,51.327435,41.346153,24.528301,113,-.30228236,39.254177
0467 LOOKOUT RIDGE,31.635389,34.460339,28.22695,23.563219,769,-2.4087083,29.471474
0468 LOS ALAMOS,34.371525,42.248909,38.47953,30.184332,916,-.84233981,36.321075
0469 LOS GATOS,44.176373,49.878147,42.123585,36.051502,1231,.53009725,43.057404
0470 LOS OLIVOS,33.92857,45.833332,34.905659,32.038834,120,-1.277384,36.676598
0471 LOWELL,33.846153,36.231884,30.645161,22.222221,69,-2.6057806,30.736355
0472 LUDDEN,51.535835,59.567387,48.245613,38.95652,601,2.0681169,49.57634
0473 LUKE,40.338982,51.485149,41.13475,26.896551,303,-.017326459,39.96386
0474 LUKE FIELD,39.166668,55.585831,44.252872,38.746437,367,.68001133,44.43795
0475 LUPINE,32.183907,43.956043,37.64706,31.818182,91,-1.3673987,36.401299
0476 LYNWOOD,48.4375,42.1875,42.622952,27.868853,64,-.49908963,40.279202
0477 MADISON,32.679737,36.477989,37.086094,27.083334,159,-2.0477281,33.331787
0478 MADISON HEIGHTS,28.75226,28.719723,24.125231,19.48052,578,-3.3597772,25.269434
0479 MADISON PARK,33.333332,37.82991,27.725857,28.395061,341,-2.1355221,31.821041
0480 MADRID,36.708862,53.086418,38.028168,25.974026,81,-.2680974,38.449368
0481 MAGGIE,42.92683,48.915661,37.692307,36.842106,415,.42621639,41.594227
0482 MAGIC STONE,41.150444,48.484848,38.307873,37.629459,924,.31817174,41.393158
0483 MAJESTY,49.5,59.745346,44.66737,37.92746,1021,1.5845412,47.960045
